# text = neotenic development
# id = 02768421-a-2
# type = ex
1	neotenic	wf	_	neotenic%3	neotenic%3:01:00::	auto	0:8
# id = 01722077-v-2
# type = ex
1	Let	wf	_	let%1|let%2	_	un	0:3
2	's	wf	_	us	_	ignore	3:5
3	play	wf	_	play%1|play%2	play%2:36:06::	auto	6:10
4	like	wf	_	like%1|like%2|like%3	_	un	11:15
5	I	wf	_	I	_	ignore	16:17
6	am	wf	_	be%2	_	un	18:20
7	mommy	wf	_	mommy%1	_	un	21:26

# text = Play cowboy and Indians
# id = 01722077-v-3
# type = ex
1	Play	wf	_	play%1|play%2	play%2:36:06::	auto	0:4
2	cowboy	wf	_	cowboy%1	_	un	5:11
3	and	wf	_	and	_	ignore	12:15
4	Indians	wf	_	Indian%1	_	un	16:23

# text = represent an incident, state, or emotion by action, especially on stage; 
# id = 01722645-v-1
# type = def
1	represent	wf	VB	represent%2	represent%2:36:02::	man	0:9
2	an	wf	DT	an	_	ignore	10:12
3	incident	wf	NN	incident%1|incident%3	incident%1:11:00::	man	13:21
4	,	wf	punc	_	_	ignore	21:22
5	state	wf	NN	state%1|state%2	state%1:03:00::	man	23:28
6	,	wf	punc	_	_	ignore	28:29
7	or	wf	CC	or	_	ignore	30:32
8	emotion	wf	NN	emotion%1	emotion%1:12:00::	auto	33:40
9	by	wf	IN	by	_	ignore	41:43
10	action	wf	NN	action%1|action%2	action%1:04:02::	man	44:50
11	,	wf	punc	_	_	ignore	50:51
12	especially	wf	RB	especially%4	_	ignore	52:62
13	on	wf	IN	on	_	ignore	63:65
14	stage	wf	NN	stage%1|stage%2	stage%1:06:00::	man	66:71
15	;	wf	punc	_	_	ignore	71:72

# text = She could act neurotic anxiety
# id = 01722645-v-2
# type = ex
1	She	wf	_	she	_	ignore	0:3
2	could	wf	_	could	_	ignore	4:9
3	act	wf	_	act%1|act%2	_	un	10:13
4	neurotic	wf	_	neurotic%1|neurotic%3	_	un	14:22
5	anxiety	wf	_	anxiety%1	_	un	23:30

# text = perform in a perfunctory way, as for a first rehearsal
# id = 01723437-v-1
# type = def
1	perform	wf	VB	perform%2	_	un	0:7
2	in	wf	IN	in	_	ignore	8:10
3	a	wf	DT	a	_	ignore	11:12
4	perfunctory	wf	JJ	perfunctory%3	perfunctory%5:00:00:careless:00	man	13:24
5	way	wf	NN	way%1|way%4	way%1:07:01::	man	25:28
6	,	wf	punc	_	_	ignore	28:29
7	as	wf	RB	as	_	ignore	30:32
8	for	wf	IN	for	_	ignore	33:36
9	a	wf	DT	a	_	ignore	37:38
10	first	wf	JJ	first%1|first%3|first%4	_	un	39:44
11	rehearsal	wf	NN	rehearsal%1	rehearsal%1:04:01::	man	45:54

# text = make a travesty of
# id = 01724083-v-1
# type = def
1	make	wf	VB	make%1|make%2	make%2:36:12::	man	0:4
2	a	wf	DT	a	_	ignore	5:6
3	travesty	wf	NN	travesty%1|travesty%2	_	un	7:15
4	of	wf	IN	of	_	ignore	16:18

# text = play on an instrument; 
# id = 01725051-v-1
# type = def
1	play	wf	VB	play%1|play%2	_	un	0:4
2	on	wf	IN	on	_	ignore	5:7
3	an	wf	DT	an	_	ignore	8:10
4	instrument	wf	NN	instrument%1|instrument%2	instrument%1:06:01::	man	11:21
5	;	wf	punc	_	_	ignore	21:22

# text = The band played all night long
# id = 01725051-v-2
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	band	wf	_	band%1|band%2	_	un	4:8
3	played	wf	_	play%2|played%3	play%2:36:12::	auto	9:15
4	all	wf	_	all%3|all%4	_	un	16:19
5	night	wf	_	night%1	_	un	20:25
6	long	wf	_	long%2|long%3|long%4	_	un	26:30

# text = create a representation or model of; 
# id = 01722980-v-1
# type = def
1	create	wf	VB	create%2	create%2:36:00::	man	0:6
2	a	wf	DT	a	_	ignore	7:8
3	representation	wf	NN	representation%1	representation%1:06:00::	man	9:23
4	or	wf	CC	or	_	ignore	24:26
5	model	wf	NN	model%1|model%2|model%3	model%1:09:00::	man	27:32
6	of	wf	IN	of	_	ignore	33:35
7	;	wf	punc	_	_	ignore	35:36

# text = The pilots are trained in conditions simulating high-altitude flights
# id = 01722980-v-2
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	pilots	wf	_	pilot%1|pilot%2	_	un	4:10
3	are	wf	_	are%1|be%2	_	un	11:14
4	trained	wf	_	train%2|trained%3	_	un	15:22
5	in	wf	_	in	_	ignore	23:25
6	conditions	wf	_	condition%1|conditions%1|condition%2	_	un	26:36
7	simulating	wf	_	simulate%2	simulate%2:36:02::	auto	37:47
8	high-altitude	wf	_	high-altitude%3	_	un	48:61
9	flights	wf	_	flight%1|flight%2	_	un	62:69

# text = act out; represent or perform as if in a play; 
# id = 01722447-v-1
# type = def
1	_	glob|a	_	act_out%2	act_out%2:36:00::	man	_
2	act	cf|a	VB	act%1|act%2	_	un	0:3
3	out	cf|a	RB	out%1|out%2|out%3|out%4	_	un	4:7
4	;	wf	punc	_	_	ignore	7:8
5	represent	wf	VB	represent%2	represent%2:36:02::	man	9:18
6	or	wf	CC	or	_	ignore	19:21
7	perform	wf	VB	perform%2	_	un	22:29
8	as	wf	IN	as	_	ignore	30:32
9	if	wf	IN	if	_	ignore	33:35
10	in	wf	IN	in	_	ignore	36:38
11	a	wf	DT	a	_	ignore	39:40
12	play	wf	NN	play%1|play%2	_	un	41:45
13	;	wf	punc	_	_	ignore	45:46

# text = She reenacted what had happened earlier that day
# id = 01722447-v-2
# type = ex
1	She	wf	_	she	_	ignore	0:3
2	reenacted	wf	_	reenact%2	reenact%2:36:00::	auto	4:13
3	what	wf	_	what	_	ignore	14:18
4	had	wf	_	have%2	_	un	19:22
5	happened	wf	_	happen%2	_	un	23:31
6	earlier	wf	_	earlier%3|early%3|earlier%4|early%4	_	un	32:39
7	that	wf	_	that	_	ignore	40:44
8	day	wf	_	day%1	_	un	45:48

# text = play as a prelude
# id = 01725615-v-1
# type = def
1	play	wf	VB	play%1|play%2	_	un	0:4
2	as	wf	IN	as	_	ignore	5:7
3	a	wf	DT	a	_	ignore	8:9
4	prelude	wf	NN	prelude%1|prelude%2	prelude%1:10:00::	man	10:17

# text = play with a subtle and intuitively felt sense of rhythm
# id = 01725375-v-1
# type = def
1	play	wf	VB	play%1|play%2	_	un	0:4
2	with	wf	IN	with	_	ignore	5:9
3	a	wf	DT	a	_	ignore	10:11
4	subtle	wf	JJ	subtle%3	_	un	12:18
5	and	wf	CC	and	_	ignore	19:22
6	intuitively	wf	RB	intuitively%4	intuitively%4:02:00::	auto	23:34
7	felt	wf	VBN	felt%1|feel%2|felt%2	_	un	35:39
8	sense	wf	NN	sense%1|sense%2	_	un	40:45
9	of	wf	IN	of	_	ignore	46:48
10	rhythm	wf	NN	rhythm%1	rhythm%1:10:01::	man	49:55

# text = play on a violin; 
# id = 01724891-v-1
# type = def
1	play	wf	VB	play%1|play%2	_	un	0:4
2	on	wf	IN	on	_	ignore	5:7
3	a	wf	DT	a	_	ignore	8:9
4	violin	wf	NN	violin%1	violin%1:06:00::	auto	10:16
5	;	wf	punc	_	_	ignore	16:17

# text = Zuckerman fiddled that song very nicely
# id = 01724891-v-2
# type = ex
1	Zuckerman	wf	_	Zuckerman	_	un	0:9
2	fiddled	wf	_	fiddle%2	fiddle%2:36:02::	auto	10:17
3	that	wf	_	that	_	ignore	18:22
4	song	wf	_	song%1	_	un	23:27
5	very	wf	_	very%3|very%4	_	un	28:32
6	nicely	wf	_	nicely%4	_	un	33:39

# text = play (a melody) again
# id = 01725530-v-1
# type = def
1	play	wf	VB	play%1|play%2	_	un	0:4
2	_	aux	_	_	_	_	_
3	(	wf	punc	_	_	ignore	5:6
4	a	wf	DT	a	_	ignore	6:7
5	melody	wf	NN	melody%1	melody%1:10:00::	man	8:14
6	)	wf	punc	_	_	ignore	14:15
7	_	aux	_	_	_	_	_
8	again	wf	RB	again%4	again%4:02:00::	auto	16:21

# text = play something in the style of jazz
# id = 01725734-v-1
# type = def
1	play	wf	VB	play%1|play%2	_	un	0:4
2	something	wf	PRP	something	_	ignore	5:14
3	in	wf	IN	in	_	ignore	15:17
4	the	wf	DT	the	_	ignore	18:21
5	style	wf	NN	style%1|style%2	style%1:07:00::	man	22:27
6	of	wf	IN	of	_	ignore	28:30
7	jazz	wf	NN	jazz%1|jazz%2	jazz%1:10:00::	man	31:35

# text = act out without words but with gestures and bodily movements only; 
# id = 01724185-v-1
# type = def
1	_	glob|a	_	act_out%2	act_out%2:36:00::	man	_
2	act	cf|a	VB	act%1|act%2	_	un	0:3
3	out	cf|a	RB	out%1|out%2|out%3|out%4	_	un	4:7
4	without	wf	IN	without	_	ignore	8:15
5	words	wf	NNS	word%1|words%1|word%2	words%1:10:03::	man	16:21
6	but	wf	CC	but	_	ignore	22:25
7	with	wf	IN	with	_	ignore	26:30
8	gestures	wf	NNS	gesture%1|gesture%2	gesture%1:04:00::	man	31:39
9	and	wf	CC	and	_	ignore	40:43
10	bodily	wf	JJ	bodily%3|bodily%4	bodily%3:01:01::	man	44:50
11	movements	wf	NNS	movement%1	movement%1:04:00::	man	51:60
12	only	wf	RB	only%3|only%4	_	un	61:65
13	;	wf	punc	_	_	ignore	65:66

# text = The acting students mimed eating an apple
# id = 01724185-v-2
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	acting	wf	_	acting%1|act%2|acting%3	_	un	4:10
3	students	wf	_	student%1	_	un	11:19
4	mimed	wf	_	mime%2	mime%2:36:00::	auto	20:25
5	eating	wf	_	eating%1|eat%2	_	un	26:32
6	an	wf	_	an	_	ignore	33:35
7	apple	wf	_	apple%1	_	un	36:41

# text = assume or act the character of; 
# id = 01723690-v-1
# type = def
1	assume	wf	VB	assume%2	assume%2:30:00::	man	0:6
2	or	wf	CC	or	_	ignore	7:9
3	act	wf	VB	act%1|act%2	_	un	10:13
4	the	wf	DT	the	_	ignore	14:17
5	character	wf	NN	character%1|character%2	_	un	18:27
6	of	wf	IN	of	_	ignore	28:30
7	;	wf	punc	_	_	ignore	30:31

# text = She impersonates Madonna
# id = 01723690-v-2
# type = ex
1	She	wf	_	she	_	ignore	0:3
2	impersonates	wf	_	impersonate%2	impersonate%2:36:00::	auto	4:16
3	Madonna	wf	_	Madonna%1	_	un	17:24

# text = The actor portrays an elderly, lonely man
# id = 01723690-v-3
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	actor	wf	_	actor%1	_	un	4:9
3	portrays	wf	_	portray%2	portray%2:36:01::	auto	10:18
4	an	wf	_	an	_	ignore	19:21
5	elderly	wf	_	elderly%1|elderly%3	_	un	22:29
6	,	wf	punc	_	_	ignore	29:30
7	lonely	wf	_	lonely%3	_	un	31:37
8	man	wf	_	man%1|man%2	_	un	38:41

# text = play on a bugle
# id = 01726039-v-1
# type = def
1	play	wf	VB	play%1|play%2	_	un	0:4
2	on	wf	IN	on	_	ignore	5:7
3	a	wf	DT	a	_	ignore	8:9
4	bugle	wf	NN	bugle%1|bugle%2	bugle%1:06:00::	man	10:15

# text = replay (as a melody); 
# id = 01724459-v-1
# type = def
1	replay	wf	VB	replay%1|replay%2	replay%2:36:00::	man	0:6
2	_	aux	_	_	_	_	_
3	(	wf	punc	_	_	ignore	7:8
4	as	wf	IN	as	_	ignore	8:10
5	a	wf	DT	a	_	ignore	11:12
6	melody	wf	NN	melody%1	melody%1:10:00::	man	13:19
7	)	wf	punc	_	_	ignore	19:20
8	_	aux	_	_	_	_	_
9	;	wf	punc	_	_	ignore	20:21

# text = Play it again, Sam
# id = 01724459-v-2
# type = ex
1	Play	wf	_	play%1|play%2	play%2:36:00::	auto	0:4
2	it	wf	_	it	_	ignore	5:7
3	again	wf	_	again%4	_	un	8:13
4	,	wf	punc	_	_	ignore	13:14
5	Sam	wf	_	Sam	_	un	15:18

# text = She played the third movement very beautifully
# id = 01724459-v-3
# type = ex
1	She	wf	_	she	_	ignore	0:3
2	played	wf	_	play%2|played%3	play%2:36:00::	auto	4:10
3	the	wf	_	the	_	ignore	11:14
4	third	wf	_	third%1|third%3|third%4	_	un	15:20
5	movement	wf	_	movement%1	_	un	21:29
6	very	wf	_	very%3|very%4	_	un	30:34
7	beautifully	wf	_	beautifully%4	_	un	35:46

# text = play in ragtime; 
# id = 01725886-v-1
# type = def
1	play	wf	VB	play%1|play%2	_	un	0:4
2	in	wf	IN	in	_	ignore	5:7
3	ragtime	wf	NN	ragtime%1	ragtime%1:10:00::	auto	8:15
4	;	wf	punc	_	_	ignore	15:16

# text = rag that old tune
# id = 01725886-v-2
# type = ex
1	rag	wf	_	rag%1|rag%2	rag%2:36:00::	auto	0:3
2	that	wf	_	that	_	ignore	4:8
3	old	wf	_	old%1|old%3	_	un	9:12
4	tune	wf	_	tune%1|tune%2	_	un	13:17

# text = play the bagpipes
# id = 01726762-v-1
# type = def
1	play	wf	VB	play%1|play%2	_	un	0:4
2	the	wf	DT	the	_	ignore	5:8
3	bagpipes	wf	NNS	bagpipe%1	bagpipe%1:06:00::	auto	9:17

# text = give a performance (of something); 
# id = 01714208-v-1
# type = def
1	give	wf	VB	give%1|give%2	_	un	0:4
2	a	wf	DT	a	_	ignore	5:6
3	performance	wf	NN	performance%1	performance%1:04:00::	man	7:18
4	_	aux	_	_	_	_	_
5	(	wf	punc	_	_	ignore	19:20
6	of	wf	IN	of	_	ignore	20:22
7	something	wf	PRP	something	_	ignore	23:32
8	)	wf	punc	_	_	ignore	32:33
9	_	aux	_	_	_	_	_
10	;	wf	punc	_	_	ignore	33:34

# text = Horowitz is performing at Carnegie Hall tonight
# id = 01714208-v-2
# type = ex
1	Horowitz	wf	_	Horowitz%1	_	un	0:8
2	is	wf	_	i%1|be%2	_	un	9:11
3	performing	wf	_	performing%1|perform%2	perform%2:36:01::	auto	12:22
4	at	wf	_	at	_	ignore	23:25
5	Carnegie	wf	_	Carnegie%1	_	un	26:34
6	Hall	wf	_	Hall%1	_	un	35:39
7	tonight	wf	_	tonight%1|tonight%4	_	un	40:47

# text = We performed a popular Gilbert and Sullivan opera
# id = 01714208-v-3
# type = ex
1	We	wf	_	we	_	ignore	0:2
2	performed	wf	_	perform%2	perform%2:36:01::	auto	3:12
3	a	wf	_	a	_	ignore	13:14
4	popular	wf	_	popular%3	_	un	15:22
5	Gilbert	wf	_	Gilbert%1	_	un	23:30
6	and	wf	_	and	_	ignore	31:34
7	Sullivan	wf	_	Sullivan%1	_	un	35:43
8	opera	wf	_	opera%1	_	un	44:49

# text = manipulate the registers of an organ
# id = 01726605-v-1
# type = def
1	manipulate	wf	VB	manipulate%2	manipulate%2:35:00::	man	0:10
2	the	wf	DT	the	_	ignore	11:14
3	registers	wf	NNS	register%1|register%2	register%1:07:00::	man	15:24
4	of	wf	IN	of	_	ignore	25:27
5	an	wf	DT	an	_	ignore	28:30
6	organ	wf	NN	organ%1	organ%1:08:00::	man	31:36

# text = make a spoof of or make fun of
# id = 01723963-v-1
# type = def
1	make	wf	VB	make%1|make%2	make%2:36:12::	man	0:4
2	a	wf	DT	a	_	ignore	5:6
3	spoof	wf	NN	spoof%1|spoof%2	_	un	7:12
4	of	wf	IN	of	_	ignore	13:15
5	or	wf	CC	or	_	ignore	16:18
6	_	glob|a	_	make_fun%2	make_fun%2:32:00::	man	_
7	make	cf|a	VB	make%1|make%2	_	un	19:23
8	fun	cf|a	NN	fun%1	_	un	24:27
9	of	wf	IN	of	_	ignore	28:30

# text = play or sound together, in harmony
# id = 01727052-v-1
# type = def
1	play	wf	VB	play%1|play%2	_	un	0:4
2	or	wf	CC	or	_	ignore	5:7
3	sound	wf	VB	sound%1|sound%2|sound%3	sound%2:39:00::	man	8:13
4	together	wf	RB	together%3|together%4	_	un	14:22
5	,	wf	punc	_	_	ignore	22:23
6	in	wf	IN	in	_	ignore	24:26
7	harmony	wf	NN	harmony%1	harmony%1:07:00::|harmony%1:10:01::	man	27:34

# text = produce a rhythm by striking repeatedly; 
# id = 01726879-v-1
# type = def
1	produce	wf	VB	produce%1|produce%2	produce%2:36:03::	man	0:7
2	a	wf	DT	a	_	ignore	8:9
3	rhythm	wf	NN	rhythm%1	rhythm%1:10:01::	man	10:16
4	by	wf	IN	by	_	ignore	17:19
5	striking	wf	VBG	striking%1|strike%2|striking%3	strike%2:35:00::	man	20:28
6	repeatedly	wf	RB	repeatedly%4	repeatedly%4:02:00::	auto	29:39
7	;	wf	punc	_	_	ignore	39:40

# text = beat the drum
# id = 01726879-v-2
# type = ex
1	beat	wf	_	beat%1|beat%2|beat%3	beat%2:36:05::	auto	0:4
2	the	wf	_	the	_	ignore	5:8
3	drum	wf	_	drum%1|drum%2	_	un	9:13

# text = play chords on (a string instrument)
# id = 01727354-v-1
# type = def
1	play	wf	VB	play%1|play%2	_	un	0:4
2	chords	wf	NNS	chord%1|chord%2	chord%1:10:00::	man	5:11
3	on	wf	IN	on	_	ignore	12:14
4	_	aux	_	_	_	_	_
5	(	wf	punc	_	_	ignore	15:16
6	a	wf	DT	a	_	ignore	16:17
7	string	wf	NN	string%1|string%2	string%1:06:05::	man	18:24
8	instrument	wf	NN	instrument%1|instrument%2	instrument%1:06:01::	man	25:35
9	)	wf	punc	_	_	ignore	35:36
10	_	aux	_	_	_	_	_

# text = repeat an earlier theme of a composition
# id = 01727490-v-1
# type = def
1	repeat	wf	VB	repeat%1|repeat%2	repeat%2:32:00::	man	0:6
2	an	wf	DT	an	_	ignore	7:9
3	earlier	wf	JJR	earlier%3|early%3|earlier%4|early%4	_	un	10:17
4	theme	wf	NN	theme%1|theme%2	theme%1:10:02::	man	18:23
5	of	wf	IN	of	_	ignore	24:26
6	a	wf	DT	a	_	ignore	27:28
7	composition	wf	NN	composition%1	composition%1:10:01::	man	29:40

# text = perform music on (a musical instrument); 
# id = 01726172-v-1
# type = def
1	perform	wf	VB	perform%2	_	un	0:7
2	music	wf	NN	music%1	music%1:10:00::	man	8:13
3	on	wf	IN	on	_	ignore	14:16
4	_	aux	_	_	_	_	_
5	(	wf	punc	_	_	ignore	17:18
6	a	wf	DT	a	_	ignore	18:19
7	_	glob|a	_	musical_instrument%1	musical_instrument%1:06:00::	man	_
8	musical	cf|a	JJ	musical%1|musical%3	_	un	20:27
9	instrument	cf|a	NN	instrument%1|instrument%2	_	un	28:38
10	)	wf	punc	_	_	ignore	38:39
11	_	aux	_	_	_	_	_
12	;	wf	punc	_	_	ignore	39:40

# text = He plays the flute
# id = 01726172-v-2
# type = ex
1	He	wf	_	he	_	ignore	0:2
2	plays	wf	_	play%1|play%2	play%2:36:01::	auto	3:8
3	the	wf	_	the	_	ignore	9:12
4	flute	wf	_	flute%1|flute%2	_	un	13:18

# text = Can you play on this old recorder?
# id = 01726172-v-3
# type = ex
1	Can	wf	_	can%1|can%2	_	un	0:3
2	you	wf	_	you	_	ignore	4:7
3	play	wf	_	play%1|play%2	play%2:36:01::	auto	8:12
4	on	wf	_	on	_	ignore	13:15
5	this	wf	_	this	_	ignore	16:20
6	old	wf	_	old%1|old%3	_	un	21:24
7	recorder	wf	_	recorder%1	_	un	25:33
8	?	wf	punc	_	_	ignore	33:34

# text = play on a pipe; 
# id = 01727684-v-1
# type = def
1	play	wf	VB	play%1|play%2	_	un	0:4
2	on	wf	IN	on	_	ignore	5:7
3	a	wf	DT	a	_	ignore	8:9
4	pipe	wf	NN	pipe%1|pipe%2	_	un	10:14
5	;	wf	punc	_	_	ignore	14:15

# text = pipe a tune
# id = 01727684-v-2
# type = ex
1	pipe	wf	_	pipe%1|pipe%2	pipe%2:36:00::	auto	0:4
2	a	wf	_	a	_	ignore	5:6
3	tune	wf	_	tune%1|tune%2	_	un	7:11

# text = operate the pedals on a keyboard instrument
# id = 01728052-v-1
# type = def
1	operate	wf	VB	operate%2	operate%2:35:00::	man	0:7
2	the	wf	DT	the	_	ignore	8:11
3	pedals	wf	NNS	pedal%1|pedal%2	pedal%1:06:00::	man	12:18
4	on	wf	IN	on	_	ignore	19:21
5	a	wf	DT	a	_	ignore	22:23
6	_	glob|a	_	keyboard_instrument%1	_	un	_
7	keyboard	cf|a	NN	keyboard%1	_	un	24:32
8	instrument	cf|a	NN	instrument%1|instrument%2	_	un	33:43

# text = perform an accompaniment to; 
# id = 01728355-v-1
# type = def
1	perform	wf	VB	perform%2	_	un	0:7
2	an	wf	DT	an	_	ignore	8:10
3	accompaniment	wf	NN	accompaniment%1	accompaniment%1:10:00::	man	11:24
4	to	wf	TO	to	_	ignore	25:27
5	;	wf	punc	_	_	ignore	27:28

# text = The orchestra could barely follow the frequent pitch changes of the soprano
# id = 01728355-v-2
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	orchestra	wf	_	orchestra%1	_	un	4:13
3	could	wf	_	could	_	ignore	14:19
4	barely	wf	_	barely%4	_	un	20:26
5	follow	wf	_	follow%2	follow%2:36:01::	auto	27:33
6	the	wf	_	the	_	ignore	34:37
7	frequent	wf	_	frequent%2|frequent%3	_	un	38:46
8	pitch	wf	_	pitch%1|pitch%2	_	un	47:52
9	changes	wf	_	change%1|change%2	_	un	53:60
10	of	wf	_	of	_	ignore	61:63
11	the	wf	_	the	_	ignore	64:67
12	soprano	wf	_	soprano%1|soprano%3	_	un	68:75

# text = play loudly; 
# id = 01728213-v-1
# type = def
1	play	wf	VB	play%1|play%2	_	un	0:4
2	loudly	wf	RB	loudly%4	loudly%4:02:00::	man	5:11
3	;	wf	punc	_	_	ignore	11:12

# text = They banged out ‘The star-spangled banner’
# id = 01728213-v-2
# type = ex
1	They	wf	_	they	_	ignore	0:4
2	_	glob|a	_	bang_out%2	bang_out%2:36:00::	auto	_
3	banged	cf|a	_	bang%2	_	un	5:11
4	out	cf|a	_	out%1|out%2|out%3|out%4	_	un	12:15
5	‘	wf	punc	_	_	ignore	16:17
6	The	wf	_	The	_	un	17:20
7	star	wf	_	star%1|star%2|star%3	_	un	21:25
8	spangled	wf	_	spangle%2|spangled%3	_	un	26:34
9	banner	wf	_	banner%1|banner%3	_	un	35:41
10	’	wf	punc	_	_	ignore	41:42

# text = play smoothly or legato; 
# id = 01727866-v-1
# type = def
1	play	wf	VB	play%1|play%2	_	un	0:4
2	smoothly	wf	RB	smoothly%4	_	un	5:13
3	or	wf	CC	or	_	ignore	14:16
4	legato	wf	RB	legato%3|legato%4	legato%4:02:00::	man	17:23
5	;	wf	punc	_	_	ignore	23:24

# text = the pianist slurred the most beautiful passage in the sonata
# id = 01727866-v-2
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	pianist	wf	_	pianist%1	_	un	4:11
3	slurred	wf	_	slur%2|slurred%3	slur%2:36:00::	auto	12:19
4	the	wf	_	the	_	ignore	20:23
5	most	wf	_	many%3|most%3|much%3|most%4|much%4	_	un	24:28
6	beautiful	wf	_	beautiful%3	_	un	29:38
7	passage	wf	_	passage%1	_	un	39:46
8	in	wf	_	in	_	ignore	47:49
9	the	wf	_	the	_	ignore	50:53
10	sonata	wf	_	sonata%1	_	un	54:60

# text = change the key of, in music; 
# id = 01729142-v-1
# type = def
1	change	wf	VB	change%1|change%2	change%2:30:01::	man	0:6
2	the	wf	DT	the	_	ignore	7:10
3	key	wf	NN	key%1|key%2|key%3	key%1:10:00::	man	11:14
4	of	wf	IN	of	_	ignore	15:17
5	,	wf	punc	_	_	ignore	17:18
6	in	wf	IN	in	_	ignore	19:21
7	music	wf	NN	music%1	music%1:10:00::	man	22:27
8	;	wf	punc	_	_	ignore	27:28

# text = modulate the melody
# id = 01729142-v-2
# type = ex
1	modulate	wf	_	modulate%2	modulate%2:36:00::	auto	0:8
2	the	wf	_	the	_	ignore	9:12
3	melody	wf	_	melody%1	_	un	13:19

# text = play on a string instrument with a bow
# id = 01729295-v-1
# type = def
1	play	wf	VB	play%1|play%2	_	un	0:4
2	on	wf	IN	on	_	ignore	5:7
3	a	wf	DT	a	_	ignore	8:9
4	string	wf	NN	string%1|string%2	string%1:06:05::	man	10:16
5	instrument	wf	NN	instrument%1|instrument%2	instrument%1:06:01::	man	17:27
6	with	wf	IN	with	_	ignore	28:32
7	a	wf	DT	a	_	ignore	33:34
8	bow	wf	NN	bow%1|bow%2	_	un	35:38

# text = perform without preparation; 
# id = 01728840-v-1
# type = def
1	perform	wf	VB	perform%2	_	un	0:7
2	without	wf	IN	without	_	ignore	8:15
3	preparation	wf	NN	preparation%1	preparation%1:04:02::	man	16:27
4	;	wf	punc	_	_	ignore	27:28

# text = he extemporized a speech at the wedding
# id = 01728840-v-2
# type = ex
1	he	wf	_	he	_	ignore	0:2
2	extemporized	wf	_	extemporize%2	extemporize%2:36:00::	auto	3:15
3	a	wf	_	a	_	ignore	16:17
4	speech	wf	_	speech%1	_	un	18:24
5	at	wf	_	at	_	ignore	25:27
6	the	wf	_	the	_	ignore	28:31
7	wedding	wf	_	wedding%1|wed%2	_	un	32:39

# text = sing in modulation
# id = 01730663-v-1
# type = def
1	sing	wf	VB	sing%2	sing%2:36:00::	man	0:4
2	in	wf	IN	in	_	ignore	5:7
3	modulation	wf	NN	modulation%1	modulation%1:10:01::	man	8:18

# text = sing in a choir
# id = 01730799-v-1
# type = def
1	sing	wf	VB	sing%2	sing%2:36:00::	man	0:4
2	in	wf	IN	in	_	ignore	5:7
3	a	wf	DT	a	_	ignore	8:9
4	choir	wf	NN	choir%1|choir%2	choir%1:14:00::	man	10:15

# text = sing or celebrate in psalms; 
# id = 01730059-v-1
# type = def
1	sing	wf	VB	sing%2	sing%2:36:00::	man	0:4
2	or	wf	CC	or	_	ignore	5:7
3	celebrate	wf	VB	celebrate%2	celebrate%2:41:02::	man	8:17
4	in	wf	IN	in	_	ignore	18:20
5	psalms	wf	NNS	psalm%1|psalm%2	psalm%1:10:02::	man	21:27
6	;	wf	punc	_	_	ignore	27:28

# text = He psalms the works of God
# id = 01730059-v-2
# type = ex
1	He	wf	_	he	_	ignore	0:2
2	psalms	wf	_	psalm%1|psalm%2	psalm%2:36:00::	auto	3:9
3	the	wf	_	the	_	ignore	10:13
4	works	wf	_	work%1|works%1|work%2	_	un	14:19
5	of	wf	_	of	_	ignore	20:22
6	God	wf	_	God%1	_	un	23:26

# text = produce tones with the voice; 
# id = 01729431-v-1
# type = def
1	produce	wf	VB	produce%1|produce%2	produce%2:36:03::	man	0:7
2	tones	wf	NNS	tone%1|tone%2	tone%1:10:02::	man	8:13
3	with	wf	IN	with	_	ignore	14:18
4	the	wf	DT	the	_	ignore	19:22
5	voice	wf	NN	voice%1|voice%2	voice%1:10:00::	man	23:28
6	;	wf	punc	_	_	ignore	28:29

# text = She was singing while she was cooking
# id = 01729431-v-2
# type = ex
1	She	wf	_	she	_	ignore	0:3
2	was	wf	_	be%2	_	un	4:7
3	singing	wf	_	singing%1|sing%2|singe%2|singing%3	sing%2:36:00::	auto	8:15
4	while	wf	_	while%1	_	un	16:21
5	she	wf	_	she	_	ignore	22:25
6	was	wf	_	be%2	_	un	26:29
7	cooking	wf	_	cooking%1|cook%2	_	un	30:37

# text = My brother sings very well
# id = 01729431-v-3
# type = ex
1	My	wf	_	my	_	ignore	0:2
2	brother	wf	_	brother%1	_	un	3:10
3	sings	wf	_	sing%2	sing%2:36:00::	auto	11:16
4	very	wf	_	very%3|very%4	_	un	17:21
5	well	wf	_	well%1|well%2|well%3|well%4	_	un	22:26

# text = deliver by singing; 
# id = 01731031-v-1
# type = def
1	deliver	wf	VB	deliver%2	deliver%2:32:00::	man	0:7
2	by	wf	IN	by	_	ignore	8:10
3	singing	wf	VBG	singing%1|sing%2|singe%2|singing%3	sing%2:36:00::	man	11:18
4	;	wf	punc	_	_	ignore	18:19

# text = Sing Christmas carols
# id = 01731031-v-2
# type = ex
